Name,Members FTE,Lobbying cost,Interest represented,Head office,EU office,EP passes on 2026-05-25,all EP passes,Meetings,country_merge,policy_areas
Confederation of Danish Employers,4.5,500000,Promotes their own interests or the collective interests of their members,Denmark,Belgium,6.0,62.0,25.0,Denmark,"['Artificial Intelligence', 'Transport', 'Environment']"
Association des Fabricants Européens de Munitions de Sport,1.75,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,2.0,9.0,3.0,Belgium,['Other']
NRW.BANK,1.75,500000,Promotes their own interests or the collective interests of their members,Germany,Belgium,2.0,31.0,14.0,Germany,"['Artificial Intelligence', 'Finance & Banking', 'Environment']"
Korea Business Association Europe,4.5,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,0.0,1.0,Belgium,"['Artificial Intelligence', 'Environment']"
Aggregates Europe,4.0,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,4.0,57.0,5.0,Belgium,"['Artificial Intelligence', 'Health', 'Energy', 'Environment']"
Intergraf European Federation for Print and Digital Communication,3.0,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,29.0,0.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Health', 'Environment']"
Eastman Chemical Company,4.0,500000,Promotes their own interests or the collective interests of their members,United States,Netherlands,0.0,4.0,19.0,United States,"['Artificial Intelligence', 'Digital Markets', 'Transport', 'Health', 'Trade', 'Environment']"
Landbrug & Fødevarer - Danish Agriculture and Food Council,3.75,500000,Promotes their own interests or the collective interests of their members,Denmark,Belgium,3.0,74.0,44.0,Denmark,"['Artificial Intelligence', 'Agriculture', 'Energy', 'Trade', 'Environment']"
Sprit & Vinleverantörsföreningen,0.5,500000,Promotes their own interests or the collective interests of their members,Sweden,Sweden,1.0,1.0,0.0,Sweden,['Other']
Green Power Denmark,4.75,500000,Promotes their own interests or the collective interests of their members,Denmark,Belgium,8.0,66.0,24.0,Denmark,"['Artificial Intelligence', 'Energy', 'Environment']"
Mozilla Corporation,1.35,500000,Promotes their own interests or the collective interests of their members,United States,United States,2.0,13.0,24.0,United States,"['Artificial Intelligence', 'Digital Markets']"
Fédération Nationale du Crédit Agricole,1.0,500000,Promotes their own interests or the collective interests of their members,France,France,0.0,5.0,0.0,France,"['Artificial Intelligence', 'Agriculture']"
Imerys SA,0.25,500000,Promotes their own interests or the collective interests of their members,France,France,0.0,0.0,5.0,France,"['Artificial Intelligence', 'Health', 'Energy', 'Environment']"
Swiss Insurance Association,0.25,500000,Promotes their own interests or the collective interests of their members,Switzerland,Switzerland,0.0,0.0,0.0,Switzerland,"['Artificial Intelligence', 'Finance & Banking', 'Health', 'Energy', 'Trade', 'Environment']"
European Tech Alliance,3.0,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,3.0,8.0,38.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Environment', 'Justice & Rights']"
Concawe,1.85,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,0.0,9.0,Belgium,"['Artificial Intelligence', 'Transport', 'Health', 'Energy', 'Environment']"
UNICOOP FIRENZE SOCIETA' COOPERATIVA,0.5,500000,Promotes their own interests or the collective interests of their members,Italy,Italy,0.0,0.0,1.0,Italy,['Other']
Febelfin,3.75,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,2.0,11.0,6.0,Belgium,"['Artificial Intelligence', 'Finance & Banking']"
"Comité du commerce des céréales, aliments du bétail, oléagineux, huile d'olive, huiles et graisses et agrofournitures de l'U.E.",4.5,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,3.0,37.0,41.0,Belgium,"['Artificial Intelligence', 'Agriculture', 'Energy', 'Trade', 'Environment']"
European Society of Gastrointestinal Endoscopy e.V.,1.0,500000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,"['Artificial Intelligence', 'Health', 'Energy']"
MARKENVERBAND,1.15,500000,Promotes their own interests or the collective interests of their members,Germany,Belgium,1.0,3.0,4.0,Germany,"['Artificial Intelligence', 'Finance & Banking']"
Österreichischer Sparkassenverband,4.2,500000,Promotes their own interests or the collective interests of their members,Austria,Belgium,7.0,50.0,16.0,Austria,"['Artificial Intelligence', 'Finance & Banking']"
Romanian Pension Funds' Association (APAPR),0.1,500000,Promotes their own interests or the collective interests of their members,Romania,Romania,0.0,0.0,1.0,Romania,['Other']
Liebherr-Werk Ehingen GmbH,1.0,500000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,['Artificial Intelligence']
Slovenian Business & Research Association,1.75,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,3.0,4.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Agriculture']"
ServiceNow,1.0,500000,Promotes their own interests or the collective interests of their members,United States,Belgium,0.0,3.0,6.0,United States,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Trade']"
Bundesarbeitskammer Österreich,6.0,500000,Promotes their own interests or the collective interests of their members,Austria,Belgium,4.0,13.0,14.0,Austria,"['Artificial Intelligence', 'Finance & Banking', 'Transport', 'Environment']"
CCAM Association,1.8,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,0.0,0.0,Belgium,"['Artificial Intelligence', 'Transport', 'Energy', 'Environment']"
European Round Table for Industry,3.0,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,2.0,11.0,189.0,Belgium,"['Artificial Intelligence', 'Digital Markets', 'Energy', 'Trade']"
Polish Electricity Association,5.25,500000,Promotes their own interests or the collective interests of their members,Poland,Belgium,4.0,59.0,30.0,Poland,"['Artificial Intelligence', 'Finance & Banking', 'Energy', 'Environment']"
Bundesverband der Wertpapierfirmen e.V.,0.6,500000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,1.0,Germany,"['Finance & Banking', 'Digital Markets']"
DASSAULT AVIATION,1.0,500000,Promotes their own interests or the collective interests of their members,France,France,2.0,9.0,32.0,France,['Transport']
European Federation of Journalists,3.1,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,1.0,24.0,41.0,Belgium,"['Artificial Intelligence', 'Digital Markets', 'Trade', 'Justice & Rights']"
SUEZ Group,3.5,500000,Promotes their own interests or the collective interests of their members,France,France,3.0,29.0,86.0,France,"['Artificial Intelligence', 'Finance & Banking', 'Agriculture', 'Health', 'Energy', 'Environment']"
MEDAC,2.0,500000,Promotes their own interests or the collective interests of their members,Italy,Italy,0.0,0.0,9.0,Italy,['Other']
SDIP – SESAR Deployment & Infrastructure Partnership,3.0,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,0.0,2.0,Belgium,"['Artificial Intelligence', 'Transport']"
Λασκαρίδης ναυτιλιακη,0.4,500000,Promotes their own interests or the collective interests of their members,Greece,Greece,0.0,0.0,1.0,Greece,['Other']
Avery Dennison Materials Europe BV,2.0,500000,Promotes their own interests or the collective interests of their members,Netherlands,Netherlands,0.0,9.0,0.0,Netherlands,"['Artificial Intelligence', 'Agriculture', 'Transport', 'Health', 'Trade', 'Environment']"
RURALIS S.R.L. S.B.,1.5,500000,Promotes their own interests or the collective interests of their members,Italy,Italy,0.0,0.0,0.0,Italy,"['Artificial Intelligence', 'Digital Markets', 'Agriculture', 'Transport', 'Energy', 'Trade', 'Environment']"
International Catholic Migration Commission-Europe,4.0,500000,Promotes their own interests or the collective interests of their members,Switzerland,Belgium,0.0,0.0,0.0,Switzerland,"['Artificial Intelligence', 'Digital Markets', 'Agriculture', 'Justice & Rights']"
Expedia Group,1.6,500000,Promotes their own interests or the collective interests of their members,United States,Belgium,1.0,12.0,14.0,United States,"['Artificial Intelligence', 'Digital Markets', 'Transport', 'Trade']"
Watch & Jewellery Initiative 2030,4.0,500000,Promotes their own interests or the collective interests of their members,Switzerland,Switzerland,0.0,0.0,0.0,Switzerland,"['Artificial Intelligence', 'Digital Markets', 'Energy', 'Environment']"
Cooperativas Agro-alimentarias de España,5.45,500000,Promotes their own interests or the collective interests of their members,Spain,Belgium,1.0,7.0,18.0,Spain,['Agriculture']
Atlassian,0.95,500000,Promotes their own interests or the collective interests of their members,Australia,United States,2.0,3.0,9.0,Australia,"['Artificial Intelligence', 'Digital Markets']"
The Global CEO Initiative on Alzheimer's Disease,6.0,500000,Promotes their own interests or the collective interests of their members,United States,United States,0.0,0.0,0.0,United States,"['Artificial Intelligence', 'Health', 'Environment']"
Climate Leadership Coalition,2.55,500000,Promotes their own interests or the collective interests of their members,Finland,Finland,3.0,3.0,15.0,Finland,"['Artificial Intelligence', 'Finance & Banking', 'Agriculture', 'Transport', 'Energy', 'Environment']"
Kozjak AD Kumanovo,10.5,500000,Promotes their own interests or the collective interests of their members,North Macedonia,North Macedonia,0.0,0.0,0.0,North Macedonia,['Other']
TRL Limited,3.9,500000,Promotes their own interests or the collective interests of their members,United Kingdom,United Kingdom,0.0,0.0,0.0,United Kingdom,"['Artificial Intelligence', 'Agriculture', 'Transport', 'Energy']"
Gas Grid Group AISBL,1.0,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,3.0,1.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Energy']"
RELX,1.75,500000,Promotes their own interests or the collective interests of their members,United Kingdom,Belgium,3.0,32.0,39.0,United Kingdom,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Health', 'Justice & Rights']"
Bundesarbeitgeberverband Chemie e.V.,2.3,500000,Promotes their own interests or the collective interests of their members,Germany,Belgium,1.0,43.0,10.0,Germany,['Other']
Verband TEGEWA e.V.,1.2,500000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,['Other']
The European Synagogue,1.0,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,1.0,4.0,0.0,Belgium,"['Artificial Intelligence', 'Trade', 'Justice & Rights']"
"Nike, Inc.",5.0,500000,Promotes their own interests or the collective interests of their members,United States,Belgium,2.0,37.0,11.0,United States,"['Artificial Intelligence', 'Trade', 'Environment']"
Amaron,8.0,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,0.0,0.0,Belgium,"['Artificial Intelligence', 'Digital Markets', 'Transport', 'Health']"
Federation of Veterinarians of Europe,7.0,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,3.0,21.0,11.0,Belgium,"['Artificial Intelligence', 'Transport', 'Health']"
Akademia Ora SH.P.K.,1.0,500000,Promotes their own interests or the collective interests of their members,Kosovo (*),Kosovo (*),0.0,0.0,0.0,Kosovo (*),['Other']
Confederation of Swedish Enterprise,3.25,500000,Promotes their own interests or the collective interests of their members,Sweden,Belgium,7.0,92.0,98.0,Sweden,"['Artificial Intelligence', 'Transport', 'Energy', 'Trade', 'Environment']"
Cascale,1.45,500000,Promotes their own interests or the collective interests of their members,United States,Netherlands,1.0,6.0,4.0,United States,"['Artificial Intelligence', 'Energy', 'Environment', 'Justice & Rights']"
Superyacht Builders Assocation,0.25,500000,Promotes their own interests or the collective interests of their members,Monaco,Netherlands,0.0,0.0,0.0,Monaco,"['Artificial Intelligence', 'Finance & Banking', 'Energy', 'Environment']"
European Fruit Juice Association,4.75,500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,3.0,15.0,4.0,Belgium,"['Artificial Intelligence', 'Agriculture', 'Health']"
Cellnex Telecom S.A.,2.2,500000,Promotes their own interests or the collective interests of their members,Spain,Spain,2.0,15.0,9.0,Spain,"['Artificial Intelligence', 'Digital Markets', 'Transport', 'Energy', 'Environment']"
Amprion GmbH,3.2,500000,Promotes their own interests or the collective interests of their members,Germany,Belgium,3.0,38.0,3.0,Germany,"['Artificial Intelligence', 'Finance & Banking', 'Energy', 'Trade', 'Environment']"
